"name","price_range","stars","neighborhood","business_id","hours","is_open","address","review_count","longitude","latitude","postal_code"
"Piazzetta Trattoria","2","3.5","","c8DsYusKjQYUxnTj9BtVvA","""['Monday 17:0-22:0', 'Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-22:0']""","1","3441 Yonge Street","18","-79.4043843","43.7335568","M4N 2N1"
"Famoso Neopolitan Pizzeria","2","3.5","","whyNu5Cl8gMiQkdWPzaDXQ","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-20:0']""","0","""3401 Dufferin Street, Unit R04""","29","-79.4553801","43.7247752","M6A 3A1"
"C House Lounge Cafe","2","2","Yorkville","_tWzGYtWJsPL657zfzvkTg","""['Monday 12:0-22:0', 'Tuesday 12:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-0:0', 'Saturday 12:0-0:0', 'Sunday 12:0-22:0']""","0","70 Yorkville Avenue","9","-79.3908793","43.6712923","M5R 1B9"
"The Standard Pizza & Pasta Bar","2","3","Little Italy","kExmc2lS8BhFFlh9sjvuSA","""['Monday 10:30-2:0', 'Tuesday 10:30-2:0', 'Wednesday 10:30-2:0', 'Thursday 10:30-2:0', 'Friday 10:30-2:0', 'Saturday 10:30-2:0', 'Sunday 10:30-2:0']""","1","667 College Street","51","-79.4168398","43.6549406","M6G 1B9"
"John's Italian Caffe","2","3.5","Downtown Core","lZlaPghRe2Z1EkMUsFKOuw","""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-23:0']""","0","27 Baldwin Street","34","-79.3931943","43.6559335","M5T 1L1"
"Forest Hill Pizza","2","3.5","","U4H4vWjfmhFBC9vzH1HH9A","""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-23:0']""","0","868 Eglinton Avenue W","5","-79.4262166","43.7009998","M6C 2B6"
"Classico Pizza & Pasta","2","3.5","Swansea","AP9vhzzu0H-ZOxyEStlegQ","""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-23:0']""","0","2457 Bloor Street W","17","-79.4846163","43.6490049","M6S 1P7"
"Fort York Pizzeria","2","2.5","","3psSpUMwT4zdNca2pOPxRw","""['Monday 10:0-23:0', 'Tuesday 10:0-23:0', 'Wednesday 10:0-23:0', 'Thursday 10:0-23:0', 'Friday 10:0-1:0', 'Saturday 10:0-1:0', 'Sunday 10:0-23:0']""","1","""219 Fort York Boulevard, Unit 8""","7","-79.4054293","43.6366044","M5V 1B1"
"Pizza Banfi","2","4","","mZULBMjzhkQub7nqtHqSlQ","""['Monday 12:0-14:30', 'Monday 17:30-23:0', 'Tuesday 12:0-14:30', 'Tuesday 17:30-23:0', 'Wednesday 12:0-14:30', 'Wednesday 17:30-23:0', 'Thursday 12:0-14:30', 'Thursday 17:30-23:0', 'Friday 12:0-14:30', 'Friday 17:30-23:0', 'Saturday 12:0-14:30', 'Saturday 17:30-23:0']""","1","333 Lonsdale Rd","20","-79.4127223","43.6886154","M5P 1R3"
"Fusaro's","2","4","Corktown","C4sVRSWeWuXo0OtnXewsjQ","""['Monday 9:0-21:0', 'Tuesday 9:0-21:0', 'Wednesday 9:0-21:0', 'Thursday 9:0-21:0', 'Friday 9:0-21:0', 'Saturday 10:0-16:0']""","1","294 Richmond Street E","53","-79.3694324","43.6534228","M5A 4S7"
"Qui Ristorante Pizzeria","2","4.5","","sF7md_NdYUzXLl5ZtwwC4g","","1","1654 St. Clair Avenue W","8","-79.4575754","43.6749301","M6N 1H8"
"Domino's Pizza","2","4","The Danforth","6d7aOsiinhme6BB7s2QmZQ","""['Monday 11:0-0:0', 'Tuesday 11:0-0:0', 'Wednesday 11:0-0:0', 'Thursday 11:0-0:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-0:0']""","1","873 Danforth Ave","8","-79.3395009","43.6796679","M4J 1L8"
"Levetto","2","4.5","Chinatown","qUWqjjjfpB2-4P3He5rsKw","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 10:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-22:0']""","1","""382 Spadina Avenue, Main Floor""","68","-79.3993028","43.6552886","M5T 2G5"
"Pizza Pizza","2","2.5","Harbourfront","uuDxjiidiIb6dTsV9edUTA","""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-3:0', 'Friday 11:0-3:0', 'Saturday 11:0-3:0', 'Sunday 11:0-2:0']""","1","""208 Queens Quay W, Unit 9 10""","5","-79.3817311","43.640257","M5J 2Y5"
"Mattino","2","1.5","Little Italy","oPDpXdT4CyldMoEbRiHtZQ","""['Tuesday 17:0-1:0', 'Wednesday 17:0-1:0', 'Thursday 17:0-3:0', 'Friday 12:0-3:0', 'Saturday 12:0-3:0']""","1","596 College St","3","-79.414034","43.6552964","M6G"
"Gio Rana's Really Really Nice Restaurant","3","4","Leslieville","3qTSOuJ-ZyU1L7o62KHSIg","""['Monday 18:0-23:0', 'Tuesday 18:0-23:0', 'Wednesday 18:0-23:0', 'Thursday 18:0-23:0', 'Friday 18:0-23:0', 'Saturday 18:0-23:0']""","1","1220 Queen Street E","166","-79.33041893","43.66333534","M4M 1L7"
"Lardon Restaurant","3","4","High Park","0txNpCq2YunZSL7jHIiGlA","""['Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-22:0', 'Saturday 17:0-22:0']""","0","390 Roncesvalles Avenue","18","-79.4508492","43.6508821","M6R 2M9"
"Kiwe Kitchen","3","3","","Ehl4wwFZnB6WhiHt-0tIwA","","0","587 King Street W","23","-79.40018613","43.64434639","M5V 1M5"
"Mideastro Yorkville","3","3.5","Yorkville","tgjbQEtZ_bvQBJOlfiK1OA","""['Monday 17:0-22:0', 'Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-22:0']""","0","27 Yorkville Avenue","27","-79.3888742","43.6715509","M4W 1L4"
"Trattoria Giancarlo","3","3.5","Little Italy","k4PFaATcPO0tvTetNbdm8Q","""['Monday 18:0-23:0', 'Tuesday 18:0-23:0', 'Wednesday 18:0-23:0', 'Thursday 18:0-23:0', 'Friday 18:0-23:0', 'Saturday 18:0-23:0']""","1","41 Clinton St","22","-79.4137535","43.6549566","M6J 2N9"
"Bar Mercurio","3","3.5","The Annex","MUjlAtBNJR--7ai5pITbMg","""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 17:30-23:0']""","1","270 Bloor Street W","30","-79.4004614","43.6675743","M5S 1V8"
"Coco Lezzone","3","3.5","The Annex","PmLFk1s8pPVNXChqETM4MA","""['Monday 16:0-2:0', 'Tuesday 16:0-2:0', 'Wednesday 16:0-2:0', 'Thursday 16:0-2:0', 'Friday 16:0-2:0', 'Saturday 16:0-2:0', 'Sunday 16:0-2:0']""","0","137 Avenue Road","17","-79.3962418","43.6739132","M5R 2H4"
"Ardo Restaurant","3","4","Corktown","oE1EuKY2GmpfIiSGy3YmGw","""['Monday 11:0-0:0', 'Tuesday 11:0-0:0', 'Wednesday 11:0-0:0', 'Thursday 11:0-0:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0']""","1","243 King Street E","27","-79.3684701","43.6511417","M5A 1J9"
"Sotto Voce Wine & Pasta Bar","3","3.5","Little Italy","va7QuRicUp1Klt5dyCR7mg","""['Monday 17:0-0:0', 'Tuesday 17:0-0:0', 'Wednesday 17:0-2:0', 'Thursday 17:0-2:0', 'Friday 17:0-2:0', 'Saturday 17:0-2:0', 'Sunday 10:0-2:0']""","1","595 College Street","19","-79.4138047","43.6552225","M6G 1B2"
"Ovest Cucina E Vineria","3","3.5","Niagara","uIuJGLPWli4dbomvANcuiQ","""['Monday 11:30-14:30', 'Monday 17:0-22:30', 'Tuesday 11:30-14:30', 'Tuesday 17:0-22:30', 'Wednesday 11:30-14:30', 'Wednesday 17:0-22:30', 'Thursday 11:30-14:30', 'Thursday 17:0-23:0', 'Friday 11:30-14:30', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-22:30']""","1","788 King Street W","29","-79.4066254","43.64317","M5V 1N6"
"Cibo Wine Bar","3","3.5","","oKZPgeCOxnVSxudYcn1OtQ","""['Monday 11:30-0:0', 'Tuesday 11:30-0:0', 'Wednesday 11:30-0:0', 'Thursday 11:30-2:0', 'Friday 11:30-2:0', 'Saturday 11:30-2:0', 'Sunday 11:30-0:0']""","1","522 King Street W","207","-79.3974485","43.6450817","M5V 1L7"
"Blu Ristorante","3","4","Yorkville","OIBF9WI7vuWo03AyvJd-0g","""['Monday 17:30-23:30', 'Tuesday 17:30-23:30', 'Wednesday 17:30-23:30', 'Thursday 17:30-0:0', 'Friday 17:30-1:0', 'Saturday 17:30-1:0', 'Sunday 17:0-23:0']""","1","17 Yorkville Avenue","87","-79.3883391","43.6713916","M4W 1L1"
"Ascari Enoteca","3","4","Leslieville","U3xIe5_9iK95S9HxduOgWw","""['Monday 17:30-0:0', 'Tuesday 17:30-22:0', 'Wednesday 17:30-22:0', 'Thursday 17:30-22:0', 'Friday 17:30-23:0', 'Saturday 17:30-23:0', 'Sunday 17:30-22:0']""","1","1111 Queen Street E","74","-79.3353522","43.6620741","M4M"
"Cibo Wine Bar","3","3","Yorkville","7ZBh-3wWVQ5zkd6KZytW0g","""['Monday 11:30-0:0', 'Tuesday 11:30-0:0', 'Wednesday 11:30-0:0', 'Thursday 11:30-2:0', 'Friday 11:30-2:0', 'Saturday 11:30-2:0', 'Sunday 11:30-0:0']""","1","133 Yorkville Avenue","53","-79.3935696","43.670462","M5R 1C4"
"Left Bank Grill & Wine Bar","3","2.5","","ct-giKPfU5KqDSZPblIPiQ","""['Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-22:0', 'Saturday 16:30-22:30', 'Sunday 17:0-22:0']""","0","2015 Avenue Road","3","-79.4197788","43.7354671","M5M 4A5"
"Oliver & Bonacini Caf’© Grill","3","3.5","St. Lawrence","eQCYur0033RkZdh5VjbF8A","""['Monday 12:0-16:0', 'Monday 16:0-22:0', 'Tuesday 12:0-16:0', 'Tuesday 16:0-22:0', 'Wednesday 12:0-16:0', 'Wednesday 16:0-23:0', 'Thursday 12:0-16:0', 'Thursday 16:0-0:0', 'Friday 12:0-16:0', 'Friday 16:0-0:0', 'Saturday 10:0-16:0', 'Saturday 16:0-0:0', 'Sunday 10:0-16:0', 'Sunday 16:0-22:0']""","1","33 Yonge Street","179","-79.3768027","43.6474108","M5E 1G4"
"The Annex Live","3","3","","B_eq-9vINgR0m1PwgUp5aw","""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-2:0', 'Friday 11:0-2:0', 'Saturday 9:0-2:0', 'Sunday 9:0-15:30']""","1","296 Brunswick Avenue","3","-79.4069815","43.6653566","M5S"
"Veloute Bistro & Catering","3","4","The Beach","zIyqiWYKrCvAdGeWXXBxFw","""['Monday 17:0-22:0', 'Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-21:0']""","1","2343 Queen Street E","23","-79.28978168","43.67221837","M4E 1H2"
"Alize Catering","3","3","Mount Pleasant and Davisville","l09JfMeQ6ynYs5MCJtrcmQ","""['Monday 9:0-22:0', 'Tuesday 9:0-22:0', 'Wednesday 9:0-22:0', 'Thursday 9:0-22:0', 'Friday 9:0-22:0', 'Saturday 9:0-22:0', 'Sunday 9:0-22:0']""","0","2459 Yonge St","12","-79.3993388","43.7113993","M4P 2H6"
"La Veranda Osteria","3","3","Etobicoke","mA3kz245czbdqAyJMg9BsQ","""['Monday 11:0-21:30', 'Tuesday 11:0-21:30', 'Wednesday 11:0-21:30', 'Thursday 11:0-21:30', 'Friday 11:0-22:30', 'Saturday 11:0-22:30', 'Sunday 11:0-21:30']""","1","946 Royal York Road","26","-79.5116659","43.6477695","M8X 2E5"
"Local Kitchen & Winebar","3","4","Parkdale","sHnN3JliwVWvGX76Odmlbw","""['Monday 18:0-22:0', 'Tuesday 18:0-22:0', 'Wednesday 18:0-22:0', 'Thursday 18:0-23:0', 'Friday 18:0-23:0', 'Saturday 18:0-23:0', 'Sunday 18:0-22:0']""","1","1710 Queen Street W","55","-79.4451285","43.6389877","M6N"
"F'Amelia","3","3.5","Cabbagetown","MLQeuiL9rqOq_rDKGEcU0A","""['Monday 17:0-22:0', 'Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-23:0']""","1","12 Amelia Street","83","-79.368594","43.6674629","M4X 1E1"
"Chicago Don","3","3","Dovercourt","SLCz2CaXXHJefrB942486w","""['Monday 17:0-23:0', 'Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-0:0', 'Saturday 17:0-0:0', 'Sunday 17:0-23:0']""","0","901 Bloor Street W","10","-79.4262935","43.6617522","M6H 1L2"
"Trio Ristorante and Pizzeria","3","4","","cDz_5MwEZV1LIkJiIFDpoQ","""['Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 12:0-0:0', 'Sunday 12:0-0:0']""","1","3239 Yonge Street","28","-79.4028419","43.7288719","M4N 2T5"
"Toula Restaurant & Bar","3","2","Harbourfront","jluEI1ZDQDeJlbl-M3YH3Q","""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-23:0']""","1","""1 Harbour Square, 38th Floor""","142","-79.377079","43.6408581","M5J 1A6"
"Zucca Trattoria","3","4","","XH2TZmZt6gzHHpjqk8C6pg","""['Monday 17:30-22:0', 'Tuesday 17:30-22:0', 'Wednesday 17:30-22:0', 'Thursday 17:30-22:0', 'Friday 17:30-22:0', 'Saturday 17:30-22:0', 'Sunday 17:0-21:30']""","1","2150 Yonge Street","36","-79.3980157","43.7037154","M4S 2A8"
"Paese","3","3.5","Entertainment District","6frPvwX14wDH8jju64ewRg","""['Monday 11:30-0:0', 'Tuesday 11:30-0:0', 'Wednesday 11:30-0:0', 'Thursday 11:30-0:0', 'Friday 11:30-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-0:0']""","0","333 King Street W","55","-79.39130171","43.64612206","M5V 1J5"
"Modus Ristorante","3","3.5","Financial District","A4aqz0pfgMX-votNbSZQDA","""['Monday 11:30-14:30', 'Monday 17:0-22:30', 'Tuesday 11:30-14:30', 'Tuesday 17:0-22:30', 'Wednesday 11:30-14:30', 'Wednesday 17:0-22:30', 'Thursday 11:30-14:30', 'Thursday 17:0-22:30', 'Friday 11:30-14:30', 'Friday 17:0-22:30']""","1","145 King Street W","18","-79.3841931","43.6474686","M5H 4G2"
"Vita Sociale","3","2","Yonge and Eglinton","0XZkaHXjxHAhJc_jPtoJCA","""['Monday 17:0-2:0', 'Tuesday 17:0-2:0', 'Wednesday 17:0-2:0', 'Thursday 17:0-2:0', 'Friday 17:0-2:0', 'Saturday 17:0-2:0']""","0","2472 Yonge Street","25","-79.3995315","43.7114497","M4P 2H5"
"Terroni","3","3.5","Rosedale","XD0LjNuPPwJPsTAHecUh7A","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-22:0']""","1","1095 Yonge Street","150","-79.39051915","43.68001128","M4W 2L8"
"Bravi Ristorante","3","3.5","St. Lawrence","MWTiyj9BY21GSOwYqLkpcQ","""['Monday 17:30-22:0', 'Tuesday 17:30-22:0', 'Wednesday 12:0-14:30', 'Wednesday 17:30-22:0', 'Thursday 12:0-14:30', 'Friday 12:0-14:30', 'Friday 17:30-22:0', 'Saturday 17:30-22:0']""","1","40 Wellington Street E","13","-79.3749505","43.6484769","M5E 1C7"
"Enoteca Sociale","3","4","Dufferin Grove","3glVZZh_vyZH1VvPU0307A","""['Monday 17:0-23:0', 'Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-23:0']""","1","1288 Dundas St W","233","-79.4257125","43.6496915","M6J 1X7"
"La Risata Ristorante","3","3","","Xfp4-gMS2HZhISIxw5HnvA","""['Monday 11:30-15:0', 'Tuesday 11:30-21:0', 'Wednesday 11:30-21:0', 'Thursday 11:30-21:0', 'Friday 11:30-22:30', 'Saturday 11:30-22:30']""","1","2777 Steeles Avenue W","15","-79.4904296","43.7821596","M3J 3K5"
"Doppio Zero","3","3.5","","_lW7i2zGl54a6XtumbtZFQ","","1","530 Eglinton Avenue W","22","-79.4142361","43.7035418","M5N 2K5"
"Luci Restaurant","3","4","Etobicoke","9Jn6MJZMz2R6rcszqmXDqg","""['Monday 17:0-23:0', 'Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0']""","1","664 The Queensway","25","-79.4983143","43.6274536","M8Y 1K6"
"Vertical Restaurant & Bar","3","4","Financial District","By2DQwaG2EiOxsuHnS8FoA","""['Monday 11:30-0:0', 'Tuesday 11:30-0:0', 'Wednesday 11:30-0:0', 'Thursday 11:30-0:0', 'Friday 11:30-0:0']""","0","100 King Street W","34","-79.3817439","43.6486362","M5X 1E1"
"Obik’¾ Mozzarella Bar","3","3","Downtown Core","NBMCSTtayMJJisWSZ6WuwA","""['Monday 7:0-23:0', 'Tuesday 7:0-23:0', 'Wednesday 7:0-23:0', 'Thursday 7:0-23:0', 'Friday 7:0-0:0', 'Saturday 11:0-0:0']""","0","""Brookfield Place Mall, 181 Bay Street""","24","-79.3793812","43.6472077","M5J 2T3"
"Green Eggplant Restaurant","3","4","","FDxnnImJ-Q0CXRwGVJ1gig","","0","514 Eglinton Ave W","11","-79.4135891","43.7036821","M5N 1A5"
"Big Ragu","3","3","","527O5H26A0lFtCHO6zEh8w","","1","1338 Lansdowne Ave","31","-79.4506128","43.6759926","M6H 3Z8"
"Taverna Mercatto","3","4","","D1lAVtlav4atQTJnIvtcpw","","1","120 Bremner Boulevard","76","-79.38276015","43.64267221","M5J 3A6"
"L'Unita","3","4.5","The Annex","sa1ZAswk7kEQfg9Mb6iQwQ","""['Tuesday 17:30-22:0', 'Wednesday 17:30-22:0', 'Thursday 17:30-22:0', 'Friday 17:30-23:0', 'Saturday 17:30-23:0']""","1","134 Avenue Road","72","-79.3967073","43.6743735","M5R 2H6"
"Il Mulino","3","4","","y1AM7MeCN3HaS7SHnxcBfQ","""['Monday 17:0-23:0', 'Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-23:0']""","1","1060 Eglinton Avenue W","59","-79.4306829","43.7000421","M6C 2C5"
"La Bruschetta Restaurant","3","4","Corso Italia","UpmAfOoh6WTF9g6AH-6ofA","""['Tuesday 18:0-23:0', 'Wednesday 18:0-23:0', 'Thursday 18:0-23:0', 'Friday 18:0-23:0', 'Saturday 18:0-23:0']""","1","1317 St Clair Avenue West","25","-79.4487979","43.6764295","M6E 1C2"
"Buca","3","4","","A7waf6G3cvnLfAqKeLL8DA","""['Monday 11:30-15:0', 'Tuesday 11:30-15:0', 'Wednesday 11:30-15:0', 'Thursday 11:30-15:0', 'Friday 11:30-15:0', 'Saturday 17:0-23:0', 'Sunday 17:0-22:0']""","1","604 King Street W","305","-79.4003621","43.6445122","M5V 1M6"
"Spuntini Restaurant & Bar","3","4","The Annex","7Uti5EeAwm3drG14KVrE3Q","""['Monday 17:0-23:0', 'Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-23:0']""","0","116 Avenue Road","75","-79.3963287","43.6736577","M5R 2H4"
"Vaticano","3","3.5","Yorkville","8ZaaUqIp_h__jUIoPfuVKA","""['Monday 12:0-0:0', 'Tuesday 12:0-0:0', 'Wednesday 12:0-0:0', 'Thursday 12:0-0:0', 'Friday 12:0-0:0', 'Saturday 12:0-0:0', 'Sunday 12:0-0:0']""","1","25 Bellair Street","39","-79.390998","43.6707517","M5R 3L3"
"Ciao Wine Bar","3","3","Yorkville","S5bNE4Pmin8OQUMOFod8bQ","""['Monday 11:30-0:0', 'Tuesday 11:30-0:0', 'Wednesday 11:30-0:0', 'Thursday 11:30-2:0', 'Friday 11:30-2:0', 'Saturday 11:30-2:0', 'Sunday 11:30-0:0']""","0","133 Yorkville Avenue","124","-79.3936453","43.6704754","M5R 1C4"
"Buonanotte","3","2","Entertainment District","oMcKvfNGX2HleFxYg1VGqg","""['Tuesday 17:0-23:30', 'Wednesday 17:0-23:30', 'Thursday 17:0-23:30', 'Friday 17:0-3:0', 'Saturday 17:0-3:0']""","1","19 Mercer Street","66","-79.3904932","43.6456871","M5V 1H2"
"Coco Lezzone Resto & Bar","3","3","Little Italy","ihKI3k-fnzKERzKq3KOsxA","""['Monday 16:0-2:0', 'Tuesday 16:0-2:0', 'Wednesday 16:0-2:0', 'Thursday 16:0-2:0', 'Friday 16:0-2:0', 'Saturday 16:0-2:0', 'Sunday 16:0-2:0']""","0","602 College Street","23","-79.4142419","43.655264","M6G 1B4"
"Il Fornello","3","2.5","Yonge and St. Clair","wVsyfuWkYs0np4or31_j1w","","0","1560 Yonge Street","5","-79.39510345","43.69046666","M4T 2S9"
"Spiga Ristorante","3","3.5","Yonge and St. Clair","0rMFhLzeq3Z2OaJ62MQXlw","","1","1378 Yonge Street","9","-79.3935614","43.6862465","M4T 1Y5"
"Briscola","3","3.5","Little Italy","uxPTFOMq9srmo54phvy6Xw","","0","501 College Street","8","-79.4097839","43.6559425","M6G 1A4"
"Figo","3","3.5","Entertainment District","s7Pj1mNYqRTGNOXLOiBafw","","1","295 Adelaide St W","95","-79.3904187","43.6476629","M5V 1P7"
"Sabatino's Ristorante","3","3.5","","WsJrIGGGo3qqrpneFeHx8g","","0","1144 Eglinton Avenue W","17","-79.432514","43.6996483","M6C 2E2"
"Toni Bulloni","3","3.5","Yorkville","5nie8WoCB-MpEYT5uE6t4A","","0","156 Cumberland Street","30","-79.3933271","43.6699412","M5R 1A8"
"Aria Ristorante","3","2.5","","2-0Z3UeQZ_Mx98m8Dv3oeQ","","1","25 York Street","52","-79.38050389","43.6434169","M5J"
"Verona Restaurant","3","3","Entertainment District","3q8MtOEIJ6nC7kVv_8Mfgw","","0","335 King Street W","25","-79.3912659","43.6461617","M5V 1J5"
"Sotto Sotto Restaurant","3","4","The Annex","u71djaZjecGVU1MqMevQ4g","""['Monday 12:0-15:0', 'Monday 17:0-23:0', 'Tuesday 12:0-15:0', 'Tuesday 17:0-23:0', 'Wednesday 12:0-15:0', 'Wednesday 17:0-23:0', 'Thursday 12:0-15:0', 'Friday 12:0-15:0', 'Saturday 12:0-15:0', 'Sunday 17:0-23:0']""","1","120 Avenue Road","35","-79.396524","43.6737317","M5R 2H4"
"Olivia's At Fifty-Three","3","4","Palmerston","17YCQTKmq4D5sMMaY1EbqQ","""['Wednesday 17:30-23:0', 'Thursday 17:30-23:0', 'Friday 17:30-23:30', 'Saturday 17:30-23:30']""","0","53 Clinton St","7","-79.4138811","43.6556662","M6G 2Y4"
"Da Gianni E Maria Trattoria","3","3.5","","19R8fGbdRF7ozaf24HkYgA","","0","796 St Clair Ave W","3","-79.4298306","43.6810014","M6C 1B6"
"Coppi Ristorante","3","3.5","","#NAME?","","1","3363 Yonge St","18","-79.4035456","43.7316768","M4N 2M6"
"La Sala Restaurant","3","5","The Beach","jEqsHSLzQraqG1qaMNjsBA","""['Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-23:0']""","1","1975a Queen Street E","10","-79.30060722","43.66974459","M4L 1J1"
"Noce Restaurant","3","4","Niagara","ZS3l1Q7InA5h4R8nMcFRwg","""['Monday 18:0-23:0', 'Tuesday 18:0-23:0', 'Wednesday 18:0-23:0', 'Thursday 18:0-23:0', 'Friday 18:0-23:0', 'Saturday 18:0-23:0', 'Sunday 18:0-23:0']""","1","875 Queen Street W","31","-79.4113521","43.6455613","M6J 1G5"
"Grappa Ristorante","3","3.5","Little Italy","7zuWSun5F8Jv2N_IFD_ERg","""['Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-23:0']""","0","797 College Street","10","-79.42080855","43.65471027","M6G 1C7"
"Carisma","3","4.5","St. Lawrence","k3fn9JFiNLNy2q5p0cE1kg","""['Monday 12:0-14:0', 'Monday 17:0-22:30', 'Tuesday 12:0-14:0', 'Tuesday 17:0-22:30', 'Wednesday 12:0-14:0', 'Wednesday 17:0-22:30', 'Thursday 12:0-14:0', 'Thursday 17:0-22:30', 'Friday 12:0-14:0', 'Friday 17:0-22:30', 'Saturday 17:0-23:0']""","1","73 King Street E","73","-79.3753509","43.6495816","M5C 3J6"
"La Forchetta","3","4","Little Italy","_K03oh0gftzge5y-dku-6A","""['Monday 17:0-22:0', 'Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-0:0', 'Saturday 17:0-0:0', 'Sunday 17:0-22:0']""","1","613 College Street","34","-79.4145612","43.654906","M6G"
"Cibo Wine Bar","3","3","Mount Pleasant and Davisville","WNnkyVvBfY1vTqiqSufZQA","""['Monday 11:30-0:0', 'Tuesday 11:30-0:0', 'Wednesday 11:30-0:0', 'Thursday 11:30-2:0', 'Friday 11:30-2:0', 'Saturday 11:30-2:0', 'Sunday 11:30-0:0']""","1","2472 Yonge Street","78","-79.399363","43.7114211","M4P 2H5"
"Oretta","3","3.5","","2i0dDzxLuQQAwzxDZVR-1g","""['Monday 8:0-23:0', 'Tuesday 8:0-23:0', 'Wednesday 8:0-23:0', 'Thursday 8:0-23:0', 'Friday 8:0-23:0', 'Saturday 8:0-23:0', 'Sunday 8:0-23:0']""","1","633 King Street W","6","-79.4016289","43.6439175","M5V 1M5"
